Veh 1 normal speed,Veh 1 max speed,Veh 1 min speed,Veh 1 color threshold,Veh 1 distance threshold 1,Veh 1 distance threshold 2,Veh 2 normal speed,Veh 2 max speed,Veh 2 min speed,Veh 2 color threshold,Veh 2 distance threshold 1,Veh 2 distance threshold 2,,,,,,,,,
90,130,80,37,500,600,90,165,80,40,300,330,,,,,,,,,
 Veh 1 color, Veh 1 distance, Veh 1 speed,Veh 1 stop, Veh 1 step, Veh 1 deviation, Veh 1 integral, Veh 1 derivative,Veh 2 color,Veh 2  distance,Veh 2  speed,Veh 2 stop,Veh 2  step,Veh 2  deviation,Veh 2  integral,Veh 2  derivative,Veh 2  frontID,Veh 2  frontTime,Veh 2  frontStep,Veh 2  frontSpeed,Veh 2  frontDistance
4,2550,130,0,0,-33.5,-33.5,-2,79,443,90,0,0,39,179,9,1,220600,0,130,2550
57,2550,130,0,0,19.5,0,53,80,446,90,0,0,40,219,1,1,220760,0,130,2550
63,2550,130,0,0,25.5,25.5,6,11,448,90,0,0,-29,0,-69,1,220920,0,130,2550
9,2550,130,0,0,-28.5,0,-54,5,446,94.5,0,0,-35,-35,-6,1,221070,0,130,2550
6,2550,130,0,0,-31.5,-31.5,-3,11,460,99.225,0,0,-29,-64,6,1,221229,0,130,2550
48,2550,130,0,0,10.5,0,42,62,496,104.18625,0,0,22,0,51,1,221385,0,130,2550
70,2550,130,0,0,32.5,32.5,22,67,455,109.3955625,0,0,27,27,5,1,221536,0,130,2550
11,2550,130,0,0,-26.5,0,-59,69,500,114.8653406,0,0,29,56,2,1,221688,0,130,2550
4,2550,130,0,0,-33.5,-33.5,-7,70,464,120.6086077,0,0,30,86,1,1,221838,0,130,2550
27,2550,130,0,0,-10.5,-44,23,11,471,126.639038,0,0,-29,0,-59,1,221988,0,130,2550
39,2550,130,0,0,1.5,0,12,5,481,132.9709899,0,0,-35,-35,-6,1,222141,0,130,2550
44,2550,130,0,0,6.5,0,5,21,509,139.6195394,0,0,-19,-54,16,1,222281,0,130,2550
36,2550,130,0,0,-1.5,0,-8,82,473,146.6005164,0,0,42,0,61,1,222437,0,130,2550
24,2550,130,0,0,-13.5,-13.5,-12,66,500,153.9305422,0,0,26,26,-16,1,222579,0,130,2550
46,326,80,0,0,8.5,0,22,28,479,161.6270693,0,0,-12,0,-38,1,222862,0,130,2550
73,2550,80.5,0,0,35.5,35.5,27,15,479,165,0,0,-25,-25,-13,1,222862,0,130,2550
28,2550,81,0,0,-9.5,0,-45,38,488,165,0,0,-2,0,23,1,222995,0,130,2550
9,2550,81.5,0,0,-28.5,-28.5,-19,68,483,165,0,0,28,0,30,1,223149,0,130,2550
32,1572,82,0,0,-5.5,0,23,57,471,165,0,0,17,17,-11,1,223291,0,130,2550
62,1565,82.5,0,0,24.5,0,30,21,321,90,0,0,-19,0,-36,1,223431,0,130,326
44,2550,83,0,0,6.5,0,-18,7,435,94.5,0,0,-33,-33,-14,1,223589,0,80,2550
9,2550,83.5,0,0,-28.5,0,-35,31,439,99.225,0,0,-9,0,24,1,223741,0,80.5,2550
21,2550,84,0,0,-16.5,-16.5,12,77,452,104.18625,0,0,37,0,46,1,223884,0,81,2550
74,2550,84.5,0,0,36.5,0,53,69,428,109.3955625,0,0,29,29,-8,1,224026,0,81.5,1572
63,2550,85,0,0,25.5,25.5,-11,24,425,114.8653406,0,0,-16,0,-45,1,224168,0,82,1565
6,2550,85.5,0,0,-31.5,0,-57,6,433,120.6086077,0,0,-34,-34,-18,1,224302,0,82.5,2550
6,2550,86,0,0,-31.5,-31.5,0,39,439,126.639038,0,0,-1,0,33,1,224448,0,83,2550
67,1448,86.5,0,0,29.5,0,61,69,403,132.9709899,0,0,29,0,30,1,224588,0,83.5,2550
78,1418,87,0,0,40.5,40.5,11,60,384,139.6195394,0,0,20,20,-9,1,224740,0,84,2550
16,1443,87.5,0,0,-21.5,0,-62,18,456,146.6005164,0,0,-22,0,-42,1,224883,0,84.5,2550
6,2550,88,0,0,-31.5,-31.5,-10,14,397,153.9305422,0,0,-26,-26,-4,1,225018,0,85,2550
73,1368,88.5,0,0,35.5,0,67,66,385,161.6270693,0,0,26,0,52,1,225168,0,85.5,2550
72,1236,89,0,0,34.5,34.5,-1,70,366,165,0,0,30,30,4,1,225318,0,86,1448
21,1223,89.5,0,0,-16.5,0,-51,61,338,165,0,0,21,51,-9,1,225458,0,86.5,1418
6,2550,90,0,0,-31.5,-31.5,-15,14,324,90,0,0,-26,0,-47,1,225610,0,87,1443
62,1298,90.5,0,0,24.5,0,56,5,340,94.5,0,0,-35,-35,-9,1,225761,0,87.5,2550
79,1179,91,0,0,41.5,41.5,17,55,429,99.225,0,0,15,0,50,1,226048,0,88.5,1236
78,1389,91.5,0,0,40.5,82,-1,68,334,104.18625,0,0,28,28,13,1,226048,0,88.5,1236
58,2550,92,0,0,20.5,102.5,-20,68,326,90,0,0,28,56,0,1,226187,0,89,1223
33,2550,92.5,0,0,-4.5,0,-25,62,326,90,0,0,22,78,-6,1,226463,0,89.5,2550
64,2550,93,0,0,26.5,0,31,34,321,90,0,0,-6,0,-28,1,226598,0,90.5,1179
82,2550,93.5,0,0,44.5,44.5,18,8,340,94.5,0,0,-32,-32,-26,1,226598,0,90.5,1179
81,2550,94,0,0,43.5,88,-1,13,326,90,0,0,-27,-59,5,1,226750,0,91,1389
72,2550,94.5,0,0,34.5,122.5,-9,65,326,90,0,0,25,0,52,1,226892,0,91.5,2550
23,2550,95,0,0,-14.5,0,-49,78,328,90,0,0,38,38,13,1,227028,0,92,2550
24,2550,95.5,0,0,-13.5,-13.5,1,22,321,90,0,0,-18,0,-56,1,227177,0,92.5,2550
79,2550,96,0,0,41.5,0,55,5,326,90,0,0,-35,-35,-17,1,227314,0,93,2550
78,2550,96.5,0,0,40.5,40.5,-1,5,321,90,0,0,-35,-70,0,1,227453,0,93.5,2550
79,1628,97,0,0,41.5,82,1,54,321,90,0,0,14,0,49,1,227588,0,94,2550
80,2550,97.5,0,0,42.5,124.5,1,67,340,94.5,0,0,27,27,13,1,227871,0,95,2550
78,2550,98,0,0,40.5,165,-2,60,357,99.225,0,0,20,47,-7,1,228017,0,95.5,2550
70,2550,98.5,0,0,32.5,197.5,-8,35,328,90,0,0,-5,0,-25,1,228167,0,96,2550
36,2550,99,0,0,-1.5,0,-34,10,334,94.5,0,0,-30,-30,-25,1,228326,0,96.5,2550
9,2550,99.5,0,0,-28.5,-28.5,-27,21,349,99.225,0,0,-19,-49,11,1,228469,0,97,2550
59,2550,100,0,0,21.5,0,50,73,329,90,0,0,33,0,52,1,228469,0,97,2550
76,2550,100.5,0,0,38.5,38.5,17,79,321,90,0,0,39,39,6,1,228648,0,97.5,2550
71,1671,101,0,0,33.5,72,-5,66,404,94.5,0,0,26,65,-13,1,228950,0,98,2550
19,2550,101.5,0,0,-18.5,0,-52,12,329,90,0,0,-28,0,-54,1,228950,0,98.5,2550
53,2550,102,0,0,15.5,0,34,5,329,90,0,0,-35,-35,-7,1,229100,0,99,2550
76,1388,102.5,0,0,38.5,38.5,23,25,365,94.5,0,0,-15,-50,20,1,229387,0,100,2550
72,2550,103,0,0,34.5,73,-4,67,357,99.225,0,0,27,0,42,1,229539,0,100.5,1671
64,2550,103.5,0,0,26.5,99.5,-8,69,326,90,0,0,29,29,2,1,229709,0,101,1671
64,2550,104,0,0,26.5,126,0,61,328,90,0,0,21,50,-8,1,229709,0,101,2550
62,1261,104.5,0,0,24.5,150.5,-2,31,365,94.5,0,0,-9,0,-30,1,230037,0,102,2550
54,2550,105,0,0,16.5,167,-8,6,340,99.225,0,0,-34,-34,-25,1,230037,0,102,1388
36,2550,105.5,0,0,-1.5,0,-18,31,328,90,0,0,-9,0,25,1,230200,0,102.5,2550
47,2550,106,0,0,9.5,0,11,72,420,94.5,0,0,32,0,41,1,230340,0,103.5,2550
76,2550,106.5,0,0,38.5,38.5,29,72,403,99.225,0,0,32,32,0,1,230481,0,103.5,2550
81,2550,107,0,0,43.5,82,5,36,326,90,0,0,-4,0,-36,1,230640,0,104,1261
75,2550,107.5,0,0,37.5,119.5,-6,10,334,94.5,0,0,-30,-30,-26,1,230782,0,104.5,2550
63,2550,108,0,0,25.5,145,-12,30,347,99.225,0,0,-10,-40,20,1,230931,0,105,2550
41,2550,108.5,0,0,3.5,0,-22,80,425,104.18625,0,0,40,0,50,1,231067,0,105.5,2550
30,2550,109,0,0,-7.5,0,-11,82,425,109.3955625,0,0,42,42,2,1,231207,0,106,2550
65,2494,109.5,0,0,27.5,0,35,36,425,114.8653406,0,0,-4,0,-46,1,231369,0,106.5,2550
69,2550,110,0,0,31.5,31.5,4,6,348,120.6086077,0,0,-34,-34,-30,1,231647,0,107,2550
48,2550,110.5,0,0,10.5,42,-21,15,447,126.639038,0,0,-25,-59,9,1,231790,0,107.5,2550
43,2464,111,0,0,5.5,0,-5,75,1324,132.9709899,0,0,35,0,60,1,231944,0,108.5,2550
