Veh 1 normal speed,Veh 1 max speed,Veh 1 min speed,Veh 1 color threshold,Veh 1 distance threshold 1,Veh 1 distance threshold 2,Veh 2 normal speed,Veh 2 max speed,Veh 2 min speed,Veh 2 color threshold,Veh 2 distance threshold 1,Veh 2 distance threshold 2,,,,,,,,,
90,130,80,37,500,600,90,165,80,40,300,330,,,,,,,,,
 Veh 1 color, Veh 1 distance, Veh 1 speed,Veh 1 stop, Veh 1 step, Veh 1 deviation, Veh 1 integral, Veh 1 derivative,Veh 2 color,Veh 2  distance,Veh 2  speed,Veh 2 stop,Veh 2  step,Veh 2  deviation,Veh 2  integral,Veh 2  derivative,Veh 2  frontID,Veh 2  frontTime,Veh 2  frontStep,Veh 2  frontSpeed,Veh 2  frontDistance
8,2550,87,0,0,-29.5,0,-59,68,347,94.5,0,0,28,0,43,1,107238,0,88,1361
5,2550,87.5,0,0,-32.5,-32.5,-3,67,326,90,0,0,27,27,-1,1,107379,0,88.5,2550
67,1387,88,0,0,29.5,0,62,50,321,90,0,0,10,37,-17,1,107517,0,89,2550
76,1361,88.5,0,0,38.5,38.5,9,22,321,90,0,0,-18,0,-28,1,107668,0,89.5,1349
24,2550,89,0,0,-13.5,0,-52,15,326,90,0,0,-25,-25,-7,1,107808,0,90,1309
24,2550,89.5,0,0,-13.5,-13.5,0,49,347,94.5,0,0,9,0,34,1,107949,0,90.5,1191
14,1349,90,0,0,-23.5,-37,-10,67,326,90,0,0,27,27,18,1,108098,0,91,1372
40,1309,90.5,0,0,2.5,0,26,41,321,90,0,0,1,0,-26,1,108240,0,91.5,2550
78,1191,91,0,0,40.5,40.5,38,13,321,90,0,0,-27,0,-28,1,108392,0,92,2550
60,1372,91.5,0,0,22.5,63,-18,9,321,90,0,0,-31,-31,-4,1,108532,0,92.5,2550
11,2550,92,0,0,-26.5,0,-49,54,326,90,0,0,14,0,45,1,108669,0,93,2396
52,2550,92.5,0,0,14.5,0,41,64,338,94.5,0,0,24,24,10,1,108821,0,93.5,2550
80,2550,93,0,0,42.5,42.5,28,38,321,90,0,0,-2,0,-26,1,108960,0,94,1809
82,2396,93.5,0,0,44.5,87,2,8,340,94.5,0,0,-32,-32,-30,1,109098,0,94.5,1825
81,2550,94,0,0,43.5,130.5,-1,19,340,99.225,0,0,-21,-53,11,1,109379,0,95.5,1646
78,1809,94.5,0,0,40.5,171,-3,60,326,90,0,0,20,0,41,1,109520,0,95.5,1646
39,1825,95,0,0,1.5,0,-39,72,321,90,0,0,32,32,12,1,109520,0,96,1619
9,1813,95.5,0,0,-28.5,0,-30,74,340,94.5,0,0,34,66,2,1,109792,0,97,1627
78,1646,96,0,0,40.5,0,69,60,326,90,0,0,20,86,-14,1,109924,0,97.5,1627
80,1619,96.5,0,0,42.5,42.5,2,8,326,90,0,0,-32,0,-52,1,109924,0,97.5,1736
79,1642,97,0,0,41.5,84,-1,5,321,90,0,0,-35,-35,-3,1,110070,0,98,2550
78,1627,97.5,0,0,40.5,124.5,-1,6,324,90,0,0,-34,-69,1,1,110230,0,98.5,1611
71,1736,98,0,0,33.5,158,-7,50,326,90,0,0,10,0,44,1,110370,0,99,2550
26,2550,98.5,0,0,-11.5,0,-45,67,324,90,0,0,27,27,17,1,110511,0,99.5,2550
33,1611,99,0,0,-4.5,0,7,57,328,90,0,0,17,44,-10,1,110644,0,100,1579
79,2550,99.5,0,0,41.5,0,46,25,334,94.5,0,0,-15,0,-32,1,110785,0,100.5,2550
77,2550,100,0,0,39.5,39.5,-2,7,380,99.225,0,0,-33,-33,-18,1,111068,0,101,2550
37,1579,100.5,0,0,-0.5,0,-40,28,329,90,0,0,-12,-45,21,1,111068,0,101.5,1511
26,2550,101,0,0,-11.5,-11.5,-11,68,357,94.5,0,0,28,0,40,1,111221,0,102,1491
75,2550,101.5,0,0,37.5,0,49,66,412,99.225,0,0,26,26,-2,1,111358,0,102.5,2550
74,1511,102,0,0,36.5,36.5,-1,46,385,104.18625,0,0,6,0,-20,1,111501,0,103,2550
76,1491,102.5,0,0,38.5,75,2,13,345,109.3955625,0,0,-27,0,-33,1,111657,0,103.5,2550
73,2550,103,0,0,35.5,110.5,-3,17,349,114.8653406,0,0,-23,-23,4,1,111800,0,104,2550
58,2550,103.5,0,0,20.5,131,-15,63,376,120.6086077,0,0,23,0,46,1,111940,0,104.5,2550
40,2550,104,0,0,2.5,0,-18,72,410,126.639038,0,0,32,32,9,1,112088,0,105,2550
59,2550,104.5,0,0,21.5,21.5,19,61,429,132.9709899,0,0,21,53,-11,1,112230,0,105.5,945
75,2550,105,0,0,37.5,59,16,21,329,90,0,0,-19,0,-40,1,112378,0,106,921
73,2550,105.5,0,0,35.5,94.5,-2,6,330,90,0,0,-34,-34,-15,1,112659,0,107,903
66,945,106,0,0,28.5,123,-7,6,336,94.5,0,0,-34,-68,0,1,112807,0,107,885
55,921,106.5,0,0,17.5,140.5,-11,72,336,99.225,0,0,32,0,66,1,112947,0,107.5,869
53,903,107,0,0,15.5,156,-2,74,917,104.18625,0,0,34,34,2,1,113088,0,108.5,835
63,885,107.5,0,0,25.5,181.5,10,75,1297,109.3955625,0,0,35,69,1,1,113231,0,109,825
45,869,108,0,0,7.5,0,-18,77,1295,114.8653406,0,0,37,106,2,1,113370,0,109.5,802
13,849,108.5,0,0,-24.5,0,-32,81,1912,90,0,0,41,147,4,1,113517,0,110,784
63,835,109,0,0,25.5,0,50,80,1718,90,0,0,40,187,-1,1,113680,0,110.5,766
74,825,109.5,0,0,36.5,36.5,11,48,1875,90,0,0,8,0,-32,1,113817,0,111,756
74,802,110,0,0,36.5,73,0,5,1875,94.5,0,0,-35,0,-43,1,113986,0,111.5,756
70,784,110.5,0,0,32.5,105.5,-4,10,397,99.225,0,0,-30,-30,5,1,114157,0,112,742
55,766,111,0,0,17.5,123,-15,75,420,104.18625,0,0,35,0,65,1,114157,0,112,728
22,756,111.5,0,0,-15.5,0,-33,77,2550,109.3955625,0,0,37,37,2,1,114338,0,112.5,705
22,742,112,0,0,-15.5,-15.5,0,86,2550,114.8653406,0,0,46,83,9,1,114639,0,113.5,670
65,728,112.5,0,0,27.5,0,43,76,2550,120.6086077,0,0,36,119,-10,1,114781,0,113.5,670
52,705,113,0,0,14.5,14.5,-13,80,2550,90,0,0,40,159,4,1,114781,0,114,654
6,687,113.5,0,0,-31.5,0,-46,74,411,90,0,0,34,193,-6,1,115069,0,115,624
9,670,114,0,0,-28.5,-28.5,3,73,406,90,0,0,33,226,-1,1,115069,0,115,624
80,654,114.5,0,0,42.5,0,71,13,385,90,0,0,-27,0,-60,1,115222,0,115.5,599
76,634,115,0,0,38.5,38.5,-4,5,364,94.5,0,0,-35,-35,-8,1,115368,0,90,581
33,624,115.5,0,0,-4.5,0,-43,26,384,99.225,0,0,-14,-49,21,1,115508,0,90,573
12,599,90,0,0,-25.5,-25.5,-21,69,401,104.18625,0,0,29,0,43,1,115660,0,90,554
52,581,90,0,0,14.5,0,40,69,401,109.3955625,0,0,29,29,0,1,115801,0,90,551
67,573,90,0,0,29.5,29.5,15,66,1520,114.8653406,0,0,26,55,-3,1,115948,0,90,538
43,554,90,0,0,5.5,0,-24,65,2550,120.6086077,0,0,25,80,-1,1,116228,0,89,519
5,551,90,0,0,-32.5,0,-38,57,392,126.639038,0,0,17,97,-8,1,116228,0,88,506
18,538,89,0,0,-19.5,-19.5,13,47,383,132.9709899,0,0,7,0,-10,1,116372,0,87,491
67,519,88,0,0,29.5,0,49,55,350,139.6195394,0,0,15,15,8,1,116520,0,80,483
67,506,87,0,0,29.5,29.5,0,68,376,146.6005164,0,0,28,43,13,1,116798,0,80,464
11,491,80,0,0,-26.5,0,-56,69,334,153.9305422,0,0,29,72,1,1,116798,0,80,456
6,483,80,0,0,-31.5,-31.5,-5,72,326,90,0,0,32,104,3,1,116938,0,80,443
75,464,80,0,0,37.5,0,69,76,326,90,0,0,36,140,4,1,117222,0,80,433
79,456,80,0,0,41.5,41.5,4,70,328,90,0,0,30,170,-6,1,117222,0,80,420
15,443,80,0,0,-22.5,0,-64,67,326,90,0,0,27,197,-3,1,117510,0,80,412
5,433,80,0,0,-32.5,-32.5,-10,63,321,90,0,0,23,220,-4,1,117660,0,80,392
39,420,80,0,0,1.5,0,34,29,321,90,0,0,-11,0,-34,1,117660,0,80,397
69,412,80,1,0,1.5,0,34,5,302,90,0,0,-35,-35,-24,1,117810,0,80,397
45,392,80,1,0,1.5,0,34,13,326,90,0,0,-27,-62,8,1,117950,0,80,397
35,397,80,1,0,1.5,0,34,61,326,90,0,0,21,0,48,1,118102,0,80,397
36,397,80,1,0,1.5,0,34,68,259,90,0,0,28,28,7,1,118239,0,80,397
36,397,80,1,0,1.5,0,34,57,204,90,0,0,17,45,-11,1,118397,0,80,397
36,397,80,1,0,1.5,0,34,21,199,90,0,1,-19,0,-36,1,118534,1,80,397
36,397,80,1,0,1.5,0,34,10,195,90,0,1,-30,-30,-11,1,118687,1,80,380
36,397,80,0,1,-1.5,0,-3,5,227,90,0,1,-35,-65,-5,1,118839,1,80,372
35,397,80,0,1,-2.5,0,-1,4,217,90,0,1,-36,-101,-1,1,118979,1,80,362
26,380,80,0,1,-11.5,-11.5,-9,4,217,90,0,1,-36,-137,0,1,119118,1,80,348
5,372,80,0,1,-32.5,-44,-21,4,251,90,0,1,-36,-173,0,1,119268,1,80,338
5,362,80,0,1,-32.5,-76.5,0,4,229,90,0,1,-36,-209,0,1,119409,1,80,328
5,348,80,0,1,-32.5,-109,0,8,220,90,0,1,-32,-241,4,1,119558,1,80,321
6,338,80,0,1,-31.5,-140.5,1,7,321,90,0,1,-33,-274,-1,1,119700,1,80,321
5,328,80,0,1,-32.5,-32.5,-1,5,321,90,0,1,-35,-309,-2,1,119840,1,80,320
6,321,80,0,1,-31.5,-64,1,5,255,90,0,1,-35,-344,0,1,119980,1,80,304
6,321,80,0,1,-31.5,-95.5,0,5,326,90,0,1,-35,-379,0,1,120260,1,80,320
5,320,80,0,1,-32.5,-128,-1,5,326,90,0,1,-35,-414,0,1,120400,1,80,326
4,304,80,0,1,-33.5,-161.5,-1,4,2550,90,0,1,-36,-450,-1,1,120400,1,80,326
6,320,80,0,1,-31.5,-193,2,4,326,90,0,1,-36,-486,0,1,120540,1,80,326
5,326,80,0,1,-32.5,-225.5,-1,5,349,90,0,1,-35,-521,1,1,120690,1,80,1957
14,326,80,0,1,-23.5,-249,9,4,376,90,0,1,-36,-557,-1,1,120828,1,80,2550
11,326,80,0,1,-26.5,-26.5,-3,7,2550,90,0,1,-33,-590,3,1,120971,1,80,2550
5,1957,80,0,1,-32.5,-59,-6,5,2550,90,0,1,-35,-625,-2,1,121117,1,80,2550
6,2550,80,0,1,-31.5,-90.5,1,5,326,90,0,1,-35,-660,0,1,121267,1,80,2550
6,2550,80,0,1,-31.5,-122,0,6,2550,90,0,1,-34,-694,1,1,121548,1,80,2388
6,2550,80,0,1,-31.5,-153.5,0,6,2550,90,0,1,-34,-728,0,1,121548,1,80,2378
16,2550,80,0,1,-21.5,-175,10,6,2550,90,0,1,-34,-762,0,1,121711,1,80,2365
5,2388,80,0,1,-32.5,-207.5,-11,6,835,90,0,1,-34,-796,0,1,121851,1,80,2550
6,2378,80,0,1,-31.5,-239,1,6,2550,90,0,1,-34,-830,0,1,122007,1,80,2550
6,2365,80,0,1,-31.5,-270.5,0,5,2550,90,0,1,-35,-865,-1,1,122148,1,80,2550
6,2550,80,0,1,-31.5,-302,0,5,2550,90,0,1,-35,-900,0,1,122287,1,80,2550
6,2550,80,0,1,-31.5,-333.5,0,13,2550,90,0,1,-27,-927,8,1,122421,1,80,2550
6,2550,80,0,1,-31.5,-365,0,73,2550,94.5,0,1,33,0,60,1,122561,1,80,2550
5,2550,80,0,1,-32.5,-397.5,-1,75,2550,99.225,0,1,35,35,2,1,122698,1,80,2550
6,2550,80,0,1,-31.5,-429,1,75,2550,104.18625,0,1,35,70,0,1,122850,1,80,2550
5,2550,80,0,1,-32.5,-461.5,-1,78,2550,109.3955625,0,1,38,108,3,1,123129,2,80,2550
6,2550,80,0,1,-31.5,-493,1,77,1255,90,0,1,37,145,-1,1,123129,2,80.5,2550
29,2550,80,0,1,-8.5,0,23,77,2550,90,0,1,37,182,0,1,123280,2,81,2550
73,2550,80.5,0,2,35.5,0,44,77,326,90,0,1,37,219,0,1,123558,2,82,2550
74,2550,81,0,2,36.5,36.5,1,75,229,90,0,2,35,254,-2,1,123558,2,82,2550
78,2550,81.5,0,2,40.5,77,4,71,324,90,0,2,31,285,-4,1,123711,2,82.5,2550
79,2550,82,0,2,41.5,118.5,1,77,326,90,0,2,37,322,6,1,123859,2,83,2550
79,2550,82.5,0,2,41.5,160,0,74,174,90,0,2,34,356,-3,1,124008,2,83.5,2550
79,2550,83,0,2,41.5,201.5,0,70,156,90,0,2,30,386,-4,1,124159,2,84,2550
74,2550,83.5,0,2,36.5,238,-5,71,156,90,0,2,31,417,1,1,124300,2,84.5,1754
76,2550,84,0,2,38.5,276.5,2,78,113,90,0,2,38,455,7,1,124449,2,85,1754
78,2550,84.5,0,2,40.5,317,2,5,185,90,0,2,-35,0,-73,1,124595,2,85.5,1680
75,1754,85,0,2,37.5,354.5,-3,6,326,90,0,2,-34,-34,1,1,124747,2,86,1680
76,1754,85.5,0,2,38.5,393,1,6,2550,94.5,0,2,-34,-68,0,1,124897,2,86.5,1680
74,1680,86,0,2,36.5,429.5,-2,5,326,90,0,2,-35,-103,-1,1,125045,2,87,1680
76,1680,86.5,0,2,38.5,468,2,5,326,90,0,2,-35,-138,0,1,125188,2,87.5,2336
76,1680,87,0,2,38.5,506.5,0,5,326,90,0,2,-35,-173,0,1,125341,2,88,191
72,1680,87.5,0,2,34.5,541,-4,5,336,90,0,2,-35,-208,0,1,125477,2,80,2550
5,2336,88,0,2,-32.5,0,-67,5,205,90,0,2,-35,-243,0,1,125612,2,80.5,1628
5,191,80,0,2,-32.5,-32.5,0,5,198,90,0,2,-35,-278,0,1,125756,2,81.5,1603
4,2550,80.5,0,2,-33.5,-66,-1,4,149,90,0,2,-36,-314,-1,1,125898,2,81.5,1597
5,1628,81,0,2,-32.5,-98.5,1,16,156,90,0,2,-24,-338,12,1,126049,2,82,1615
7,1603,81.5,0,2,-30.5,-129,2,71,149,90,0,2,31,0,55,1,126331,2,83,1539
6,1597,82,0,2,-31.5,-160.5,-1,69,149,90,0,2,29,29,-2,1,126331,2,83,1539
6,1615,82.5,0,2,-31.5,-192,0,66,2550,94.5,0,2,26,55,-3,1,126480,2,83.5,1527
5,1555,83,0,2,-32.5,-224.5,-1,68,174,90,0,2,28,83,2,1,126620,2,84,1509
5,1539,83.5,0,2,-32.5,-257,0,69,191,90,0,2,29,112,1,1,126797,2,84.5,1495
5,1527,84,0,2,-32.5,-289.5,0,73,199,90,0,2,33,145,4,1,126969,2,85,1480
6,1509,84.5,0,2,-31.5,-321,1,74,199,90,0,2,34,179,1,1,126969,2,85,1480
6,1495,85,0,2,-31.5,-352.5,0,72,175,90,0,2,32,211,-2,1,127132,2,85.5,1478
25,1480,85.5,0,2,-12.5,-365,19,70,197,90,0,2,30,241,-2,1,127298,2,86,1482
77,1478,86,0,2,39.5,0,52,60,145,90,0,2,20,261,-10,1,127451,2,86.5,1450
74,1482,86.5,0,2,36.5,36.5,-3,5,154,0,1,2,20,261,-10,1,127622,2,87,1434
74,1450,87,0,2,36.5,73,0,4,149,0,1,2,20,261,-10,1,127771,2,87.5,1190
75,1434,87.5,0,2,37.5,110.5,1,4,128,0,1,2,20,261,-10,1,127908,2,88,1404
75,1190,88,0,2,37.5,148,0,4,175,0,1,2,20,261,-10,1,128049,2,88.5,1388
78,1404,88.5,0,2,40.5,188.5,3,4,206,0,1,2,20,261,-10,1,128187,2,89,1381
80,1388,89,0,2,42.5,231,2,4,209,0,1,2,20,261,-10,1,128471,2,90,1358
55,1381,89.5,0,2,17.5,248.5,-25,4,213,0,1,2,20,261,-10,1,128471,2,90,1358
6,1368,90,0,2,-31.5,0,-49,4,204,0,1,2,20,261,-10,1,128618,2,90.5,1341
6,1358,90.5,0,2,-31.5,-31.5,0,4,241,0,1,2,20,261,-10,1,128768,2,91,1341
6,1341,91,0,2,-31.5,-63,0,4,326,90,0,2,-36,0,-56,1,128937,2,91.5,1341
5,1341,91.5,0,2,-32.5,-95.5,-1,4,263,90,0,2,-36,-36,0,1,129074,2,92,1341
5,1341,92,0,2,-32.5,-128,0,4,249,90,0,2,-36,-72,0,1,129218,2,92.5,1341
6,1341,92.5,0,2,-31.5,-159.5,1,4,302,90,0,2,-36,-108,0,1,129364,2,93,1341
6,1341,93,0,2,-31.5,-191,0,4,235,90,0,2,-36,-144,0,1,129507,2,93.5,1267
6,1341,93.5,0,2,-31.5,-222.5,0,6,273,90,0,2,-34,-178,2,1,129647,2,94,1259
5,1267,94,0,2,-32.5,-255,-1,51,242,90,0,2,11,0,45,1,129807,2,94.5,1255
7,1259,94.5,0,2,-30.5,-285.5,2,65,251,90,0,2,25,25,14,1,130099,2,95,1786
8,1255,95,0,2,-29.5,-315,1,67,273,90,0,2,27,52,2,1,130099,2,95.5,1778
34,1786,95.5,0,2,-3.5,0,26,58,234,90,0,2,18,70,-9,1,130402,2,96,1632
52,1778,96,0,2,14.5,0,18,18,326,90,0,2,-22,0,-40,1,130402,2,96.5,1744
6,1632,96.5,0,2,-31.5,0,-46,5,326,90,0,2,-35,-35,-13,1,130712,2,97.5,1714
5,1744,97,0,2,-32.5,-32.5,-1,14,267,90,0,2,-26,-61,9,1,130851,2,98,1706
15,1732,97.5,0,2,-22.5,-55,10,69,243,90,0,2,29,0,55,1,130990,2,98,1706
4,1714,98,0,2,-33.5,-88.5,-11,70,251,90,0,2,30,30,1,1,131140,2,99,1680
6,1706,98.5,0,2,-31.5,-120,2,59,326,90,0,2,19,49,-11,1,131280,2,99.5,1666
5,1694,99,0,2,-32.5,-152.5,-1,21,336,94.5,0,2,-19,0,-38,1,131280,2,99.5,1666
5,1680,99.5,0,2,-32.5,-185,0,12,326,90,0,2,-28,-28,-9,1,131592,2,100.5,1686
5,1666,100,0,2,-32.5,-217.5,0,57,326,90,0,2,17,0,45,1,131592,2,100.5,1686
5,1656,100.5,0,2,-32.5,-250,0,69,326,90,0,2,29,29,12,1,131899,2,101,2550
5,1686,101,0,2,-32.5,-282.5,0,34,326,90,0,2,-6,0,-35,1,131899,2,101.5,2550
5,2550,101.5,0,2,-32.5,-315,0,6,326,90,0,2,-34,-34,-28,1,132041,2,102,2550
5,2550,102,0,2,-32.5,-347.5,0,24,1389,94.5,0,2,-16,-50,18,1,132318,2,103,2550
5,2550,102.5,0,2,-32.5,-380,0,75,326,90,0,2,35,0,51,1,132318,2,103,2550
5,2550,103,0,2,-32.5,-412.5,0,60,326,90,0,2,20,20,-15,1,132478,2,103.5,2550
5,2550,103.5,0,2,-32.5,-445,0,11,326,90,0,2,-29,0,-49,1,132626,2,104,2550
66,2550,104,0,2,28.5,0,61,5,1334,94.5,0,2,-35,-35,-6,1,132768,2,104.5,2550
73,2550,104.5,0,2,35.5,35.5,7,11,1330,99.225,0,2,-29,-64,6,1,132920,2,105,2550
77,2550,105,0,2,39.5,75,4,21,1330,104.18625,0,2,-19,-83,10,1,133210,2,105.5,2550
79,2550,105.5,0,2,41.5,116.5,2,9,1288,109.3955625,0,2,-31,-114,-12,1,133378,2,106.5,2550
82,2550,106,0,2,44.5,161,3,5,1273,90,0,2,-35,-149,-4,1,133509,2,107,2550
80,2550,106.5,0,2,42.5,203.5,-2,5,1262,90,0,2,-35,-184,0,1,133658,2,107.5,2550
79,2550,107,0,2,41.5,245,-1,5,1246,90,0,2,-35,-219,0,1,133658,2,107.5,2550
77,2550,107.5,0,2,39.5,284.5,-2,5,1245,90,0,2,-35,-254,0,1,133798,2,108,2005
77,2550,108,0,2,39.5,324,0,5,1274,90,0,2,-35,-289,0,1,133948,2,108.5,2550
57,2005,108.5,0,2,19.5,343.5,-20,5,1777,90,0,2,-35,-324,0,1,134087,2,109,2550
6,2550,109,0,2,-31.5,0,-51,6,326,90,0,2,-34,-358,1,1,134367,2,110,2550
5,2550,109.5,0,2,-32.5,-32.5,-1,20,321,90,0,2,-20,-378,14,1,134367,2,110,2550
5,2550,110,0,2,-32.5,-65,0,56,263,90,0,2,16,0,36,1,134648,2,111,2550
4,2550,110.5,0,2,-33.5,-98.5,-1,67,345,94.5,0,2,27,27,11,1,134797,2,111.5,2550
5,2550,111,0,2,-32.5,-131,1,25,259,90,0,2,-15,0,-42,1,134797,2,111.5,2550
11,2550,111.5,0,2,-26.5,-157.5,6,4,288,90,0,2,-36,-36,-21,1,134952,2,112,2550
6,2550,112,0,2,-31.5,-189,-5,4,326,90,0,2,-36,-72,0,1,135230,2,113,1873
5,2550,112.5,0,2,-32.5,-221.5,-1,4,303,90,0,2,-36,-108,0,1,135230,2,113,2550
25,1873,113,0,2,-12.5,-234,20,5,289,90,0,2,-35,-143,1,1,135382,2,113.5,2489
76,2550,113.5,0,2,38.5,0,51,15,326,90,0,2,-25,-168,10,1,135532,2,114,1827
76,2489,114,0,2,38.5,38.5,0,55,297,90,0,2,15,0,40,1,135669,2,114.5,1785
75,1827,114.5,0,2,37.5,76,-1,62,286,90,0,2,22,22,7,1,135948,2,115.5,1756
74,1785,115,0,2,36.5,112.5,-1,33,349,94.5,0,2,-7,0,-29,1,135948,2,115.5,1756
62,2465,115.5,0,2,24.5,137,-12,11,303,90,0,2,-29,-29,-22,1,136099,2,116,2550
15,1756,116,0,2,-22.5,0,-47,16,289,90,0,2,-24,-53,5,1,136239,2,116.5,1732
6,2550,116.5,0,2,-31.5,-31.5,-9,43,321,90,0,2,3,0,27,1,136390,2,117,1708
66,1732,117,0,2,28.5,0,60,65,321,90,0,2,25,25,22,1,136547,2,117.5,1706
81,1708,117.5,0,2,43.5,43.5,15,50,321,90,0,2,10,35,-15,1,136697,2,118,2366
7,1706,118,0,2,-30.5,0,-74,15,304,90,0,2,-25,0,-35,1,136835,2,118.5,1648
5,2366,118.5,0,2,-32.5,-32.5,-2,8,321,90,0,2,-32,-32,-7,1,137107,2,119.5,1657
66,1648,119,0,2,28.5,0,61,26,321,90,0,2,-14,-46,18,1,137107,2,119.5,1657
61,1640,119.5,0,2,23.5,23.5,-5,59,326,90,0,2,19,0,33,1,137247,2,120,2550
5,1657,120,0,2,-32.5,0,-56,67,297,90,0,2,27,27,8,1,137388,2,120.5,1585
5,2550,120.5,0,2,-32.5,-32.5,0,36,303,90,0,2,-4,0,-31,1,137528,2,121,1581
21,1585,121,0,2,-16.5,-49,16,10,321,90,0,2,-30,-30,-26,1,137669,2,121.5,1559
59,1581,121.5,0,2,21.5,0,38,21,340,94.5,0,2,-19,-49,11,1,137827,2,122,1563
57,1559,122,0,2,19.5,19.5,-2,62,321,90,0,2,22,0,41,1,137961,2,122.5,2550
10,1563,122.5,0,2,-27.5,0,-47,67,321,90,0,2,27,27,5,1,138101,2,123,1504
16,2550,123,0,2,-21.5,-21.5,6,30,321,90,0,2,-10,0,-37,1,138252,2,123.5,1499
82,1504,123.5,0,2,44.5,0,66,9,326,90,0,2,-31,-31,-21,1,138396,2,124,2001
77,1499,124,0,2,39.5,39.5,-5,23,336,94.5,0,2,-17,-48,14,1,138548,2,124.5,1505
6,2001,124.5,0,2,-31.5,0,-71,62,338,99.225,0,2,22,0,39,1,138679,2,125,2550
5,1505,125,0,2,-32.5,-32.5,-1,73,321,90,0,2,33,33,11,1,138821,2,125.5,2550
12,2550,125.5,0,2,-25.5,-58,7,64,348,94.5,0,2,24,57,-9,1,138970,2,126,1414
35,2550,126,0,2,-2.5,0,23,7,353,99.225,0,2,-33,0,-57,1,139250,2,126.5,1388
48,1414,126.5,0,2,10.5,0,13,4,372,104.18625,0,2,-36,-36,-3,1,139250,2,127,2550
33,1388,127,0,2,-4.5,0,-15,6,338,109.3955625,0,2,-34,-70,2,1,139536,2,128,1318
18,2550,127.5,0,2,-19.5,-19.5,-15,34,347,114.8653406,0,2,-6,0,28,1,139536,2,128,1318
52,1330,128,0,2,14.5,0,34,67,408,120.6086077,0,2,27,0,33,1,139689,2,128.5,1299
73,1318,128.5,0,2,35.5,35.5,21,59,326,90,0,2,19,19,-8,1,139971,2,129,1965
24,1299,129,0,2,-13.5,0,-49,18,370,94.5,0,2,-22,0,-41,1,139971,2,129.5,1250
5,1965,129.5,0,2,-32.5,-32.5,-19,10,408,99.225,0,2,-30,-30,-8,1,140111,2,130,1246
61,1250,130,0,2,23.5,0,56,36,365,104.18625,0,2,-4,0,26,1,140258,2,130,1231
80,1246,130,0,2,42.5,42.5,19,66,406,109.3955625,0,2,26,0,30,1,140411,2,130,1693
8,1231,130,0,2,-29.5,0,-72,71,392,114.8653406,0,2,31,31,5,1,140565,2,130,1182
5,1693,130,0,2,-32.5,-32.5,-3,16,427,120.6086077,0,2,-24,0,-55,1,140707,2,130,1192
60,1182,130,0,2,22.5,0,55,5,437,126.639038,0,2,-35,-35,-11,1,140984,2,130,1183
77,1192,130,0,2,39.5,39.5,17,5,397,132.9709899,0,2,-35,-70,0,1,141120,2,130,1595
23,1183,130,0,2,-14.5,0,-54,43,408,139.6195394,0,2,3,0,38,1,141120,2,130,1595
7,1595,130,0,2,-30.5,-30.5,-16,68,403,146.6005164,0,2,28,28,25,1,141261,2,130,1595
26,1595,130,0,2,-11.5,-42,19,55,435,153.9305422,0,2,15,43,-13,1,141428,2,130,1074
46,1595,130,0,2,8.5,0,20,14,404,161.6270693,0,2,-26,0,-41,1,141567,2,130,2550
6,1074,130,0,2,-31.5,0,-40,8,416,165,0,2,-32,-32,-6,1,141713,2,130,2550
6,2550,130,0,2,-31.5,-31.5,0,52,389,165,0,2,12,0,44,1,141988,2,130,2550
5,2550,130,0,2,-32.5,-64,-1,77,454,165,0,2,37,37,25,1,141988,2,130,2550
6,2550,130,0,2,-31.5,-95.5,1,89,374,165,0,2,49,86,12,1,142147,2,130,2550
5,2550,130,0,2,-32.5,-128,-1,17,416,165,0,2,-23,0,-72,1,142287,2,130,1032
5,2550,130,0,2,-32.5,-160.5,0,5,401,165,0,2,-35,-35,-12,1,142570,2,130,1020
5,1032,130,0,2,-32.5,-193,0,6,385,165,0,2,-34,-69,1,1,142708,2,130,1008
6,1020,130,0,2,-31.5,-224.5,1,15,357,165,0,2,-25,-94,9,1,142708,2,130,986
7,1008,130,0,2,-30.5,-255,1,67,364,165,0,2,27,0,52,1,142988,2,130,1082
6,986,130,0,2,-31.5,-286.5,-1,78,392,165,0,2,38,38,11,1,142988,2,130,1082
5,971,130,0,2,-32.5,-319,-1,62,353,165,0,2,22,60,-16,1,143126,2,130,2550
6,1082,130,0,2,-31.5,-350.5,1,24,362,165,0,2,-16,0,-38,1,143287,2,130,2550
5,2550,130,0,2,-32.5,-383,-1,9,376,165,0,2,-31,-31,-15,1,143428,2,130,2550
4,2550,130,0,2,-33.5,-416.5,-1,61,338,165,0,2,21,0,52,1,143569,2,130,2550
6,2550,130,0,2,-31.5,-448,2,73,326,90,0,2,33,33,12,1,143718,2,130,2550
5,2550,130,0,2,-32.5,-480.5,-1,23,357,94.5,0,2,-17,0,-50,1,143870,2,130,2550
5,2550,130,0,2,-32.5,-513,0,8,328,90,0,2,-32,-32,-15,1,144012,2,130,2550
5,2550,130,0,2,-32.5,-545.5,0,18,347,94.5,0,2,-22,-54,10,1,144159,2,130,2550
5,2550,130,0,2,-32.5,-578,0,67,347,99.225,0,2,27,0,49,1,144307,2,130,2550
18,2550,130,0,2,-19.5,-597.5,13,76,321,90,0,2,36,36,9,1,144447,2,130,2550
74,2550,130,0,2,36.5,0,56,15,1680,94.5,0,2,-25,0,-61,1,144598,2,130,2550
